make,model,year,km driven,Ownership,Transmission,Engine,fuel,loaction,reg year,reg_year_int,car_age,price
Hyundai,i20 Asta Opt BSVI,2022.0,22000.0,First Owner,Manual,1197.0,Petrol,Bangalore,Aug 2022,2022.0,3.0,900000.0
Renault,KWID 1.0 AMT RXT,2016.0,23020.0,Second Owner,Automatic,999.0,Petrol,Bangalore,Sept 2016,2016.0,9.0,307000.0
Maruti,Alto K10 VXI,2017.0,36344.0,Second Owner,Manual,998.0,Petrol,Bangalore,Apr 2017,2017.0,8.0,327000.0
Renault,KWID RXT,2015.0,63051.0,First Owner,Manual,799.0,Petrol,Bangalore,Oct 2015,2015.0,10.0,278000.0
Kia,Sonet GTX Plus Turbo DCT,2023.0,15000.0,First Owner,Automatic,998.0,Petrol,Bangalore,Jul 2023,2023.0,2.0,1325000.0
Hyundai,Xcent Petrol,2021.0,,Manual,Manual,2015.0,Petrol,Bangalore,Mar 2015,2015.0,4.0,331000.0
Renault,Kiger RXZ,2023.0,4031.0,First Owner,Manual,999.0,Petrol,Bangalore,Jun 2023,2023.0,2.0,844000.0
Hyundai,Grand i10 Nios Sportz AMT,2024.0,3576.0,First Owner,Automatic,1197.0,Petrol,Bangalore,Jun 2024,2024.0,1.0,850000.0
BMW,X4 M Sport X xDrive30i,2021.0,21000.0,First Owner,Automatic,1998.0,Petrol,Bangalore,May 2021,2021.0,4.0,5400000.0
Renault,KWID 1.0 AMT RXT,2017.0,37637.0,Second Owner,Automatic,999.0,Petrol,Bangalore,Mar 2017,2017.0,8.0,333000.0
Maruti,Celerio ZXI AMT BSVI,2022.0,20978.0,First Owner,Automatic,998.0,Petrol,Bangalore,Nov 2022,2022.0,3.0,535000.0
Renault,KWID RXT,2016.0,21600.0,First Owner,Manual,799.0,Petrol,Bangalore,Dec 2016,2016.0,9.0,322000.0
BMW,X5 xDrive 30d,2015.0,100600.0,Second Owner,Automatic,2993.0,Diesel,Bangalore,Oct 2015,2015.0,10.0,2750000.0
Kia,Carens Prestige Plus Diesel,2023.0,45581.0,First Owner,Manual,1493.0,Diesel,Bangalore,Mar 2023,2023.0,2.0,1297000.0
Hyundai,Xcent Petrol,2021.0,,Manual,Manual,2015.0,Petrol,Bangalore,Dec 2015,2015.0,4.0,419000.00000000006
Citroen,C5 Aircross Shine Dual Tone,2023.0,13474.0,First Owner,Automatic,1997.0,Diesel,Bangalore,Jan 2024,2024.0,2.0,875000.0
Hyundai,i10 Sportz AT,2010.0,58000.0,Second Owner,Automatic,1197.0,Petrol,Bangalore,May 2010,2010.0,15.0,254999.99999999997
Kia,Seltos GTX Plus Turbo DCT,2023.0,10931.0,First Owner,Automatic,1482.0,Petrol,Ahmedabad,Mar 2023,2023.0,2.0,1789999.9999999998
Maruti,Ignis Sigma BSVI,2021.0,68133.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,Mar 2021,2021.0,4.0,408000.0
Maruti,Celerio ZXI,2016.0,72209.0,First Owner,Manual,998.0,Petrol,Ahmedabad,May 2016,2016.0,9.0,368000.0
Honda,City V MT,2021.0,40000.0,First Owner,Manual,1498.0,Petrol,Ahmedabad,2021,,4.0,900000.0
Volkswagen,Polo Cup Edition Comfortline,2013.0,57729.0,First Owner,Manual,999.0,Petrol,Ahmedabad,Mar 2013,2013.0,12.0,327000.0
Renault,Triber RXL BSIV,2020.0,34067.0,First Owner,Manual,999.0,Petrol,Ahmedabad,Jan 2020,2020.0,5.0,426999.99999999994
Maruti,Alto 800 LXI,2018.0,52960.0,Second Owner,Manual,796.0,Petrol,Ahmedabad,Apr 2018,2018.0,7.0,262000.0
Maruti,Baleno 1.2 CVT Alpha,2019.0,100000.0,Second Owner,Automatic,1197.0,Petrol,Ahmedabad,2019,,6.0,500000.0
Kia,Carens Luxury Plus iMT 6 STR,2023.0,14649.0,First Owner,Manual,1482.0,Petrol,Ahmedabad,Sept 2023,2023.0,2.0,1215000.0
Maruti,Celerio VXI,2023.0,25832.0,First Owner,Manual,998.0,Petrol,Ahmedabad,May 2023,2023.0,2.0,471000.0
Maruti,Alto 800 VXI,2022.0,13402.0,First Owner,Manual,796.0,Petrol,Ahmedabad,Nov 2022,2022.0,3.0,386000.0
Kia,Sonet HTK Plus,2024.0,17000.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,2024,,1.0,1040000.0
Renault,KWID 1.0 RXT,2017.0,42500.0,First Owner,Manual,999.0,Petrol,Ahmedabad,Nov 2017,2017.0,8.0,299000.0
Renault,KWID 1.0 RXT Opt,2017.0,38051.0,First Owner,Manual,999.0,Petrol,Ahmedabad,Sept 2017,2017.0,8.0,324000.0
Nissan,Magnite Tekna Plus AMT,2024.0,2964.0,First Owner,Automatic,999.0,Petrol,Ahmedabad,Oct 2024,2024.0,1.0,777000.0
Hyundai,Grand i10 Sportz,2020.0,52000.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,Mar 2020,2020.0,5.0,511000.00000000006
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2020.0,25828.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,Feb 2020,2020.0,5.0,549000.0
Kia,Seltos HTX,2023.0,25155.0,First Owner,Manual,1497.0,Petrol,Ahmedabad,Feb 2023,2023.0,2.0,1255000.0
Kia,Seltos HTK G,2022.0,23440.0,First Owner,Manual,1497.0,Petrol,Ahmedabad,Jun 2022,2022.0,3.0,969999.9999999999
Kia,Sonet HTK Plus BSVI,2020.0,34000.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,Jan 2021,2021.0,5.0,799000.0
